红潮报告编号,报告日期,消退日期,组别,品种,最近水质监测点,经度,纬度,最近水质检测点距离
1991S0014,1991-04-23 01:00:00,1991-04-24 01:00:00,甲藻,夜光藻,MM7,114.302904690136,22.5365981421075,0.014355512084917008
1991S0015,1991-05-08 01:00:00,1991-05-09 01:00:00,硅藻,中肋骨条藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1991S0016,1991-05-08 01:00:00,1991-05-09 01:00:00,硅藻,中肋骨条藻,TM8,114.315073952468,22.481778601221,0.01730062272490892
1991S0016,1991-05-08 01:00:00,1991-05-09 01:00:00,甲藻,叉角藻,TM8,114.315073952468,22.481778601221,0.01730062272490892
1991S0017,1991-05-24 01:00:00,1991-05-25 01:00:00,硅藻,旋链角毛藻,EM2,114.284729767617,22.2558400602307,0.01960660752194308
1991S0018,1991-06-01 01:00:00,1991-06-02 01:00:00,其他藻类,品种不详,NM2,113.980743313636,22.3688083967331,0.016649040151002697
1991S0019,1991-10-24 00:00:00,1991-10-25 00:00:00,硅藻,,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1991S0019,1991-10-24 00:00:00,1991-10-25 00:00:00,硅藻,畿内亚藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1991S0019,1991-10-24 00:00:00,1991-10-25 00:00:00,硅藻,微小细柱藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1991S0020,1991-11-03 00:00:00,1991-11-04 00:00:00,其他藻类,红色中缢虫,SM1,114.228061148251,22.2213085084269,0.009613153900303182
1991S0022,1991-11-07 00:00:00,1991-11-08 00:00:00,其他藻类,红色中缢虫,PM6,114.270892848591,22.3440381145028,0.007691665058223615
1991S0021,1991-11-07 00:00:00,1991-11-08 00:00:00,硅藻,微小细柱藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1991S0023,1991-11-09 00:00:00,1991-11-12 00:00:00,其他藻类,品种不详,SM1,114.223527619083,22.2323619896757,0.021557376962761447
1991S0024,1991-11-22 00:00:00,1991-11-23 00:00:00,甲藻,圆鳞异囊藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1991S0025,1991-12-04 00:00:00,1991-12-05 00:00:00,甲藻,圆鳞异囊藻,MM1,114.220249562559,22.5348466838985,0.02305184872214869
1992S0001,1992-01-24 00:00:00,1992-01-25 00:00:00,其他藻类,红色中缢虫,MM19,114.344681003611,22.2581494601031,0.022355691291674158
1992S0002,1992-02-27 00:00:00,1992-02-28 00:00:00,硅藻,中肋骨条藻,TM3,114.192176536179,22.4462947822127,0.010920430737136286
1992S0003,1992-03-16 00:00:00,1992-03-17 00:00:00,甲藻,夜光藻,PM3,114.285465343862,22.3668797763723,0.004346118470522067
1992S0004,1992-03-25 00:00:00,1992-03-26 00:00:00,甲藻,夜光藻,MM7,114.302904690136,22.5365981421075,0.014355512084917008
1992S0005,1992-04-16 00:00:00,1992-04-17 00:00:00,其他藻类,硅鞭藻,MM17,114.352321481711,22.4806081191565,0.022788639950111135
1992S0006,1992-04-18 00:00:00,1992-04-19 00:00:00,其他藻类,品种不详,TM3,114.178729832492,22.4471825431082,0.024290713811241524
1992S0007,1992-04-21 00:00:00,1992-04-22 00:00:00,甲藻,夜光藻,MM7,114.302904690136,22.5365981421075,0.014355512084917008
1992S0008,1992-04-21 00:00:00,1992-04-29 00:00:00,甲藻,夜光藻,EM2,114.264566706917,22.2651917343408,0.0034005816171439464
1992S0009,1992-04-22 00:00:00,1992-04-23 00:00:00,其他藻类,品种不详,SM1,114.227667212047,22.2218380568178,0.01024855783998372
1992S0010,1992-04-25 00:00:00,1992-04-29 00:00:00,甲藻,夜光藻,SM2,114.195458765247,22.2358870947389,0.020904150899294375
1992S0011,1992-05-13 00:00:00,1992-05-14 00:00:00,其他藻类,品种不详,TM8,114.315073952468,22.481778601221,0.01730062272490892
1992S0012,1992-05-21 00:00:00,1992-05-22 00:00:00,硅藻,海洋角管藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1992S0013,1992-06-18 00:00:00,1992-06-19 00:00:00,硅藻,中肋骨条藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1992S0013,1992-06-18 00:00:00,1992-06-19 00:00:00,硅藻,中肋海链藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1992S0013,1992-06-18 00:00:00,1992-06-19 00:00:00,硅藻,微小细柱藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1992S0014,1992-07-10 00:00:00,1992-07-31 00:00:00,硅藻,脆指管藻,TM8,114.315079454233,22.4817706407252,0.017301455920885465
1992S0015,1992-07-15 00:00:00,1992-07-17 00:00:00,硅藻,脆指管藻,PM7,114.288800994762,22.3442848112631,0.007114781695283292
1992S0016,1992-07-21 00:00:00,1992-07-22 00:00:00,硅藻,假微型海链藻,TM5,114.222389813107,22.4544402183019,0.0032553061243860205
1992S0017,1992-08-25 00:00:00,1992-08-26 00:00:00,硅藻,丹麦细柱藻,TM7,114.27774312845,22.4234743074381,0.02695051849611485
1992S0017,1992-08-25 00:00:00,1992-08-26 00:00:00,硅藻,脆指管藻,TM7,114.27774312845,22.4234743074381,0.02695051849611485
1992S0018,1992-12-18 00:00:00,1992-12-19 00:00:00,硅藻,中华盒形藻,TM8,114.315079454233,22.4817706407252,0.017301455920885465
1992S0018,1992-12-18 00:00:00,1992-12-19 00:00:00,甲藻,夜光藻,TM8,114.315079454233,22.4817706407252,0.017301455920885465
1992S0019,1992-12-19 00:00:00,1992-12-21 00:00:00,其他藻类,品种不详,MM6,114.347213844843,22.446060941105,0.00989168153023887
1993S0001,1993-01-01 00:00:00,1993-01-05 00:00:00,甲藻,圆鳞异囊藻,MM1,114.220249562559,22.5348466838985,0.02305184872214869
1993S0002,1993-02-16 00:00:00,1993-02-17 00:00:00,甲藻,夜光藻,TM4,114.221554914035,22.4439820006432,0.011417276607538154
1993S0003,1993-03-25 00:00:00,1993-03-26 00:00:00,甲藻,夜光藻,SM1,114.223527619083,22.2323619896757,0.021557376962761447
1993S0004,1993-03-25 00:00:00,1993-03-26 00:00:00,甲藻,夜光藻,MM19,114.295245651305,22.2836991132103,0.0337037129281959
1993S0004,1993-03-25 00:00:00,1993-03-26 00:00:00,甲藻,塔马亚历山大藻,MM19,114.295245651305,22.2836991132103,0.0337037129281959
1993S0005,1993-04-20 00:00:00,1993-04-21 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1993S0006,1993-05-13 00:00:00,1993-05-14 00:00:00,甲藻,多纹膝沟藻,TM8,114.315073952468,22.481778601221,0.01730062272490892
1993S0007,1993-05-14 00:00:00,1993-05-15 00:00:00,其他藻类,品种不详,SM2,114.182106672236,22.2402970193189,0.01664921620078864
1993S0008,1993-05-23 00:00:00,1993-05-24 00:00:00,其他藻类,品种不详,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1993S0009,1993-06-12 00:00:00,1993-06-13 00:00:00,其他藻类,品种不详,MM5,114.405502975268,22.5446295942264,0.026736546837727488
1993S0010,1993-06-21 00:00:00,1993-06-22 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1993S0010,1993-06-21 00:00:00,1993-06-22 00:00:00,硅藻,角毛藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1994S0001,1994-01-10 00:00:00,1994-01-11 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1994S0002,1994-01-11 00:00:00,1994-01-12 00:00:00,甲藻,微小原甲藻,TM2,114.208420416755,22.3971192370705,0.018079648019277438
1994S0003,1994-01-18 00:00:00,1994-01-19 00:00:00,甲藻,夜光藻,MM7,114.302904690136,22.5365981421075,0.014355512084917008
1994S0004,1994-01-27 00:00:00,1994-01-28 00:00:00,硅藻,,MM1,114.220249562559,22.5348466838985,0.02305184872214869
1994S0005,1994-02-05 00:00:00,1994-02-06 00:00:00,其他藻类,品种不详,SM13,113.952610903245,22.2277524891854,0.01512316808229754
1994S0006,1994-02-24 00:00:00,1994-02-25 00:00:00,其他藻类,异双鞭裸藻,TM3,114.178729832492,22.4471825431082,0.024290713811241524
1994S0006,1994-02-24 00:00:00,1994-02-25 00:00:00,甲藻,夜光藻,TM3,114.178729832492,22.4471825431082,0.024290713811241524
1994S0007,1994-02-24 00:00:00,1994-02-25 00:00:00,甲藻,夜光藻,MM7,114.277698842409,22.5409691972649,0.026093448485867244
1994S0008,1994-03-14 00:00:00,1994-03-15 00:00:00,其他藻类,衣藻,TM2,114.208420416755,22.3971192370705,0.018079648019277438
1994S0008,1994-03-14 00:00:00,1994-03-15 00:00:00,其他藻类,平藻,TM2,114.208420416755,22.3971192370705,0.018079648019277438
1994S0009,1994-03-29 00:00:00,1994-03-30 00:00:00,其他藻类,异双鞭裸藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1994S0009,1994-03-29 00:00:00,1994-03-30 00:00:00,甲藻,夜光藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1994S0009,1994-03-29 00:00:00,1994-03-30 00:00:00,甲藻,的里亚斯特原甲藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1994S0010,1994-04-02 00:00:00,1994-04-03 00:00:00,其他藻类,品种不详,MM5,114.422516966563,22.5408351879443,0.03509093617853155
1994S0011,1994-04-05 00:00:00,1994-04-06 00:00:00,其他藻类,品种不详,TM3,114.193496941849,22.4409472667646,0.011623513050888018
1994S0012,1994-04-06 00:00:00,1994-04-07 00:00:00,甲藻,夜光藻,SM2,114.182106672236,22.2402970193189,0.01664921620078864
1994S0013,1994-04-15 00:00:00,1994-04-16 00:00:00,甲藻,多纹膝沟藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1994S0014,1994-04-18 00:00:00,1994-04-19 00:00:00,其他藻类,赤潮异弯藻,TM2,114.208633065372,22.3973287844342,0.017789016363069034
1994S0015,1994-05-10 00:00:00,1994-05-11 00:00:00,甲藻,夜光藻,SM1,114.223527619083,22.2323619896757,0.021557376962761447
1994S0016,1994-05-13 00:00:00,1994-05-14 00:00:00,甲藻,多纹膝沟藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1994S0017,1994-07-01 00:00:00,1994-07-02 00:00:00,硅藻,尖剌拟菱形藻,VM12,114.11795867293,22.3266128487501,0.004277377058181873
1994S0018,1994-07-19 00:00:00,1994-07-27 00:00:00,甲藻,叉角藻,MM6,114.373076961195,22.3989385081385,0.06116865759846357
1994S0019,1994-07-26 00:00:00,1994-07-30 00:00:00,甲藻,叉角藻,PM7,114.288800994762,22.3442848112631,0.007114781695283292
1994S0020,1994-11-14 00:00:00,1994-11-15 00:00:00,甲藻,微小原甲藻,TM2,114.218635092859,22.4164807494434,0.004117882294862863
1995S0001,1995-01-18 00:00:00,1995-01-21 00:00:00,甲藻,夜光藻,MM7,114.302904690136,22.5365981421075,0.014355512084917008
1995S0002,1995-01-19 00:00:00,1995-01-20 00:00:00,甲藻,夜光藻,TM3,114.20833525666,22.4544234173682,0.008638243724163731
1995S0003,1995-01-19 00:00:00,1995-01-20 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1995S0004,1995-01-22 00:00:00,1995-01-23 00:00:00,其他藻类,品种不详,PM7,114.288800994762,22.3442848112631,0.007114781695283292
1995S0005,1995-02-08 00:00:00,1995-02-09 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1995S0007,1995-02-08 00:00:00,1995-02-09 00:00:00,甲藻,夜光藻,SM1,114.215130233064,22.2208233250361,0.018381920170185913
1995S0006,1995-02-08 00:00:00,1995-02-09 00:00:00,甲藻,夜光藻,TM8,114.315073952468,22.481778601221,0.01730062272490892
1995S0008,1995-02-15 00:00:00,1995-02-17 00:00:00,甲藻,红色裸甲藻,MM7,114.277726685968,22.5409445540771,0.026056267638755765
1995S0009,1995-02-19 00:00:00,1995-02-20 00:00:00,甲藻,夜光藻,TM8,114.315073952468,22.481778601221,0.01730062272490892
1995S0010,1995-02-24 00:00:00,1995-02-25 00:00:00,甲藻,微小原甲藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1995S0011,1995-03-06 00:00:00,1995-03-17 00:00:00,甲藻,微小原甲藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1995S0012,1995-03-15 00:00:00,1995-03-18 00:00:00,甲藻,夜光藻,PM6,114.27243451976,22.3229275317693,0.028857820438025355
1995S0013,1995-03-23 00:00:00,1995-03-24 00:00:00,甲藻,夜光藻,MM7,114.302904690136,22.5365981421075,0.014355512084917008
1995S0014,1995-03-24 00:00:00,1995-03-25 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1995S0015,1995-03-24 00:00:00,1995-03-25 00:00:00,硅藻,中肋骨条藻,TM3,114.208099010067,22.4546027446948,0.008639184027543633
1995S0016,1995-04-05 00:00:00,1995-04-09 00:00:00,甲藻,夜光藻,MM19,114.295277211962,22.2837164651008,0.03368670126737949
1995S0017,1995-04-06 00:00:00,1995-04-07 00:00:00,甲藻,细齿原甲藻,MM6,114.332356779989,22.4666190307851,0.02077681744068829
1995S0018,1995-04-10 00:00:00,1995-04-12 00:00:00,其他藻类,赤潮异弯藻,TM3,114.208431512675,22.4545791285488,0.008820228611680284
1995S0019,1995-04-28 00:00:00,1995-05-06 00:00:00,硅藻,浮动弯角藻,NM1,114.025029921362,22.3537260050778,0.006804239862702414
1995S0020,1995-05-10 00:00:00,1995-05-11 00:00:00,甲藻,夜光藻,SM12,114.03489311041,22.2077015939198,0.021465327943913055
1995S0021,1995-06-23 00:00:00,1995-06-29 00:00:00,硅藻,中肋骨条藻,SM2,114.196428154252,22.2296703530286,0.019071363941106693
1995S0022,1995-12-12 00:00:00,1995-12-13 00:00:00,硅藻,尖剌拟菱形藻,TM3,114.208201735862,22.4546266012555,0.008719181470069321
1995S0023,1995-12-27 00:00:00,1996-01-24 00:00:00,甲藻,圆鳞异囊藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0001,1996-01-25 00:00:00,1996-03-02 00:00:00,甲藻,夜光藻,MM17,114.339118710341,22.5224051239387,0.021752593141272553
1996S0002,1996-03-15 00:00:00,1996-03-24 00:00:00,甲藻,夜光藻,JM3,114.291568557405,22.2897921470196,0.030666151036057923
1996S0003,1996-03-17 00:00:00,1996-03-19 00:00:00,甲藻,夜光藻,SM1,114.223527619083,22.2323619896757,0.021557376962761447
1996S0004,1996-04-16 00:00:00,1996-04-17 00:00:00,甲藻,夜光藻,MM7,114.302617018256,22.5365484384722,0.014195188447609433
1996S0005,1996-04-17 00:00:00,1996-04-18 00:00:00,甲藻,夜光藻,PM6,114.272322651633,22.322835874078,0.028940852404903992
1996S0005,1996-04-17 00:00:00,1996-04-18 00:00:00,其他藻类,束毛藻,PM6,114.272322651633,22.322835874078,0.028940852404903992
1996S0006,1996-04-26 00:00:00,1996-05-15 00:00:00,甲藻,圆鳞异囊藻,TM4,114.221554914035,22.4439820006432,0.011417276607538154
1996S0007,1996-05-07 00:00:00,1996-05-08 00:00:00,甲藻,夜光藻,PM7,114.273700384142,22.3235894985896,0.027475130890069668
1996S0008,1996-05-14 00:00:00,1996-05-15 00:00:00,甲藻,微小原甲藻,TM3,114.207867381726,22.4537088928599,0.007787467918627369
1996S0009,1996-05-24 00:00:00,1996-05-29 00:00:00,硅藻,中肋骨条藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0010,1996-05-30 00:00:00,1996-06-04 00:00:00,其他藻类,伸长斜片藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0011,1996-06-04 00:00:00,1996-06-09 00:00:00,其他藻类,平藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0012,1996-06-18 00:00:00,1996-06-22 00:00:00,硅藻,拟弯角毛藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0013,1996-06-21 00:00:00,1996-06-25 00:00:00,硅藻,脆指管藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0014,1996-06-25 00:00:00,1996-07-03 00:00:00,硅藻,假柔弱拟菱形藻,SM20,113.873852725026,22.1753981172847,0.00844255162467351
1996S0015,1996-06-27 00:00:00,1996-07-05 00:00:00,硅藻,角毛藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0015,1996-06-27 00:00:00,1996-07-05 00:00:00,硅藻,假微型海链藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0016,1996-07-10 00:00:00,1996-07-18 00:00:00,硅藻,脆指管藻,MM7,114.296633184394,22.5242000508329,0.0008376102043146238
1996S0017,1996-08-13 00:00:00,1996-08-14 00:00:00,硅藻,微小细柱藻,TM3,114.208431512675,22.4545791285488,0.008820228611680284
1996S0018,1996-09-29 00:00:00,1996-10-09 00:00:00,甲藻,微小原甲藻,TM8,114.315079454233,22.4817706407252,0.017301455920885465
1996S0019,1996-11-06 00:00:00,1996-11-16 00:00:00,甲藻,圆鳞异囊藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0019,1996-11-06 00:00:00,1996-11-16 00:00:00,硅藻,中肋海链藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1996S0020,1996-11-29 00:00:00,1996-11-30 00:00:00,其他藻类,束毛藻,SM2,114.1954608401,22.2358795990311,0.0209016462962997
1996S0021,1996-12-17 00:00:00,1996-12-18 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1996S0022,1996-12-17 00:00:00,1996-12-18 00:00:00,甲藻,夜光藻,MM7,114.277681717693,22.5408948792853,0.026056442180858022
1996S0023,1996-12-30 00:00:00,1996-12-31 00:00:00,甲藻,夜光藻,TM3,114.208099010067,22.4546027446948,0.008639184027543633
1996S0025,1996-12-31 00:00:00,1997-01-16 00:00:00,甲藻,微小原甲藻,TM4,114.219771283758,22.4259887338523,0.006746774065051685
1996S0024,1996-12-31 00:00:00,1997-01-01 00:00:00,甲藻,夜光藻,MM7,114.303425493797,22.5391761289661,0.016932174026236823
1997S0001,1997-01-11 00:00:00,1997-01-12 00:00:00,其他藻类,品种不详,SM1,114.215130233064,22.2208233250361,0.018381920170185913
1997S0002,1997-01-21 00:00:00,1997-01-22 00:00:00,甲藻,夜光藻,MM7,114.296633184394,22.5242000508329,0.0008376102043146238
1997S0003,1997-02-21 00:00:00,1997-02-22 00:00:00,甲藻,夜光藻,TM3,114.210290577342,22.4541058747309,0.009747799640126672
1997S0004,1997-02-26 00:00:00,1997-02-27 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1997S0006,1997-03-06 00:00:00,1997-03-07 00:00:00,甲藻,夜光藻,MM7,114.303425493797,22.5391761289661,0.016932174026236823
1997S0005,1997-03-06 00:00:00,1997-03-07 00:00:00,甲藻,夜光藻,MM6,114.356519750013,22.4729028856069,0.01853931234915031
1997S0007,1997-03-07 00:00:00,1997-03-08 00:00:00,甲藻,夜光藻,TM5,114.230640733214,22.4698748425247,0.01427674073061721
1997S0008,1997-03-10 00:00:00,1997-03-11 00:00:00,甲藻,夜光藻,MM7,114.303474329979,22.5392577247627,0.017026143841183207
1997S0009,1997-03-10 00:00:00,1997-03-13 00:00:00,甲藻,反曲原甲藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1997S0009,1997-03-10 00:00:00,1997-03-13 00:00:00,甲藻,米氏凯伦藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1997S0009,1997-03-10 00:00:00,1997-03-13 00:00:00,甲藻,微小原甲藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1997S0010,1997-03-12 00:00:00,1997-03-16 00:00:00,甲藻,夜光藻,SM2,114.195458765247,22.2358870947389,0.020904150899294375
1997S0011,1997-03-14 00:00:00,1997-03-15 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1997S0012,1997-04-17 00:00:00,1997-04-20 00:00:00,甲藻,反曲原甲藻,TM3,114.210100652718,22.4546358655573,0.00997256293297046
1997S0012,1997-04-17 00:00:00,1997-04-20 00:00:00,甲藻,的里亚斯特原甲藻,TM3,114.210100652718,22.4546358655573,0.00997256293297046
1997S0012,1997-04-17 00:00:00,1997-04-20 00:00:00,其他藻类,赤潮异弯藻,TM3,114.210100652718,22.4546358655573,0.00997256293297046
1997S0013,1997-05-01 00:00:00,1997-05-02 00:00:00,其他藻类,红色中缢虫,NM1,114.020280200636,22.3536420777875,0.005807707340753857
1997S0014,1997-05-09 00:00:00,1997-05-16 00:00:00,甲藻,圆鳞异囊藻,TM4,114.222293363462,22.4436331285727,0.011227633009645669
1997S0015,1997-05-15 00:00:00,1997-05-16 00:00:00,甲藻,异囊藻,NM1,114.020266225599,22.3536550411515,0.005823198004795884
1997S0016,1997-07-27 00:00:00,1997-07-28 00:00:00,其他藻类,红色中缢虫,SM13,113.9758622115,22.2369987803613,0.02516680774284084
1997S0017,1997-07-31 00:00:00,1997-08-04 00:00:00,甲藻,微小原甲藻,TM3,114.178729832492,22.4471825431082,0.024290713811241524
1997S0018,1997-10-29 00:00:00,1997-11-05 00:00:00,其他藻类,微尖隐藻,TM2,114.206434177891,22.3952158371771,0.02076049793323486
1997S0019,1997-11-25 00:00:00,1997-11-26 00:00:00,硅藻,假微型海链藻,TM2,114.208633065372,22.3973287844342,0.017789016363069034
1998S0001,1998-02-20 00:00:00,1998-02-21 00:00:00,甲藻,夜光藻,SM1,114.223528869992,22.2323608243576,0.021555834715380653
1998S0002,1998-02-20 00:00:00,1998-02-21 00:00:00,甲藻,夜光藻,SM2,114.195461909277,22.2358958902674,0.02091170235275924
1998S0003,1998-03-13 00:00:00,1998-03-14 00:00:00,甲藻,夜光藻,PM7,114.286914605052,22.3204580187987,0.021985861929822475
1998S0004,1998-03-16 00:00:00,1998-03-21 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1998S0006,1998-03-17 00:00:00,1998-03-18 00:00:00,其他藻类,品种不详,MM6,114.373076961195,22.3989385081385,0.06116865759846357
1998S0005,1998-03-18 00:00:00,1998-03-31 00:00:00,甲藻,指沟凯伦藻,MM7,114.277616414713,22.5410493570418,0.026208347715239697
1998S0007,1998-03-23 00:00:00,1998-03-27 00:00:00,甲藻,指沟凯伦藻,PM9,114.318425829335,22.341422946164,0.01818870766825403
1998S0009,1998-03-25 00:00:00,1998-03-28 00:00:00,甲藻,夜光藻,PM6,114.272430693211,22.3229383978159,0.028846692596179425
1998S0008,1998-03-25 00:00:00,1998-04-01 00:00:00,甲藻,夜光藻,TM4,114.220959187795,22.4431926409364,0.010547251158398566
1998S0008,1998-03-25 00:00:00,1998-04-01 00:00:00,甲藻,微小原甲藻,TM4,114.220959187795,22.4431926409364,0.010547251158398566
1998S0008,1998-03-25 00:00:00,1998-04-01 00:00:00,硅藻,角毛藻,TM4,114.220959187795,22.4431926409364,0.010547251158398566
1998S0010,1998-04-01 00:00:00,1998-04-02 00:00:00,硅藻,旋链角毛藻,SM2,114.201275382501,22.2174523694475,0.024034466755095907
1998S0010,1998-04-01 00:00:00,1998-04-02 00:00:00,甲藻,夜光藻,SM2,114.201275382501,22.2174523694475,0.024034466755095907
1998S0011,1998-04-02 00:00:00,1998-04-03 00:00:00,甲藻,指沟凯伦藻,TM7,114.277980844073,22.4237092580152,0.026823879049872622
1998S0012,1998-04-03 00:00:00,1998-04-04 00:00:00,甲藻,指沟凯伦藻,MM3,114.300286013641,22.5446818873444,0.019893326207129837
1998S0013,1998-04-03 00:00:00,1998-04-05 00:00:00,甲藻,指沟凯伦藻,PM4,114.323443710166,22.369119754688,0.01644735296122975
1998S0014,1998-04-07 00:00:00,1998-04-13 00:00:00,甲藻,细齿原甲藻,TM3,114.178729832492,22.4471825431082,0.024290713811241524
1998S0014,1998-04-07 00:00:00,1998-04-13 00:00:00,甲藻,微小原甲藻,TM3,114.178729832492,22.4471825431082,0.024290713811241524
1998S0015,1998-04-09 00:00:00,1998-04-17 00:00:00,甲藻,指沟凯伦藻,EM2,114.284532382534,22.2566824043579,0.019160675046828644
1998S0016,1998-04-10 00:00:00,1998-04-17 00:00:00,甲藻,指沟凯伦藻,MM6,114.353152404789,22.4405384722652,0.015365611715737465
1998S0017,1998-04-11 00:00:00,1998-04-18 00:00:00,甲藻,微小原甲藻,TM7,114.278056945018,22.4237066095771,0.02685581467182202
1998S0017,1998-04-11 00:00:00,1998-04-18 00:00:00,甲藻,指沟凯伦藻,TM7,114.278056945018,22.4237066095771,0.02685581467182202
1998S0018,1998-04-17 00:00:00,1998-04-18 00:00:00,甲藻,夜光藻,EM3,114.251862863321,22.2284582012421,0.01933529947947485
1998S0019,1998-04-24 00:00:00,1998-04-26 00:00:00,甲藻,多环旋沟藻,SM2,114.18680761166,22.2439096937891,0.021590324206312007
1998S0020,1998-04-25 00:00:00,1998-04-26 00:00:00,甲藻,红色裸甲藻,NM6,113.877962258738,22.3737120557199,0.021681057432474136
1998S0021,1998-04-29 00:00:00,1998-05-02 00:00:00,甲藻,旋纹环沟藻,NM1,114.000372708847,22.3443293388533,0.021369583310851644
1998S0022,1998-05-02 00:00:00,1998-05-13 00:00:00,甲藻,凯伦藻,SM19,114.182984299333,22.1685921187129,0.03807715164681631
1998S0023,1998-05-05 00:00:00,1998-05-07 00:00:00,甲藻,多环旋沟藻,SM2,114.178749747131,22.2413547942293,0.017247430720499876
1998S0024,1998-05-09 00:00:00,1998-05-12 00:00:00,甲藻,螺形环沟藻,SM11,114.000853105516,22.2698196640171,0.02115505367782087
1998S0025,1998-05-20 00:00:00,1998-05-22 00:00:00,甲藻,圆鳞异囊藻,TM4,114.222367672393,22.4442942362072,0.01188757694968752
1998S0026,1998-05-28 00:00:00,1998-06-02 00:00:00,硅藻,海链藻,TM5,114.222389813107,22.4544402183019,0.0032553061243860205
1998S0026,1998-05-28 00:00:00,1998-06-02 00:00:00,硅藻,中肋骨条藻,TM5,114.222389813107,22.4544402183019,0.0032553061243860205
1998S0026,1998-05-28 00:00:00,1998-06-02 00:00:00,硅藻,微小细柱藻,TM5,114.222389813107,22.4544402183019,0.0032553061243860205
1998S0027,1998-06-05 00:00:00,1998-06-06 00:00:00,硅藻,海链藻,SM12,114.006317592245,22.2361241510832,0.023254956093495007
1998S0028,1998-06-15 00:00:00,1998-06-18 00:00:00,硅藻,海链藻,SM3,114.148117217809,22.2264769397021,0.0018588697943057347
1998S0028,1998-06-15 00:00:00,1998-06-18 00:00:00,硅藻,中肋骨条藻,SM3,114.148117217809,22.2264769397021,0.0018588697943057347
1998S0029,1998-06-30 00:00:00,1998-07-01 00:00:00,硅藻,中肋骨条藻,SM3,114.148280842198,22.2265603218213,0.0017757601197603637
1998S0030,1998-08-24 00:00:00,1998-10-21 00:00:00,甲藻,叉角藻,PM7,114.288831762452,22.3443141934816,0.00710192083598096
1998S0031,1998-09-16 00:00:00,1998-11-03 00:00:00,甲藻,叉角藻,MM7,114.293242297845,22.523498062297,0.0038243971840553463
1998S0032,1998-11-01 00:00:00,1998-11-18 00:00:00,其他藻类,红色中缢虫,SM19,114.176785899916,22.1686799709283,0.04386808557321236
1998S0033,1998-11-23 00:00:00,1998-11-26 00:00:00,甲藻,的里亚斯特原甲藻,TM2,114.208633065372,22.3973287844342,0.017789016363069034
1998S0033,1998-11-23 00:00:00,1998-11-26 00:00:00,硅藻,假微型海链藻,TM2,114.208633065372,22.3973287844342,0.017789016363069034
1998S0034,1998-12-02 00:00:00,1998-12-04 00:00:00,甲藻,细齿原甲藻,MM7,114.303474329979,22.5392577247627,0.017026143841183207
1998S0034,1998-12-02 00:00:00,1998-12-04 00:00:00,甲藻,夜光藻,MM7,114.303474329979,22.5392577247627,0.017026143841183207
